courier_id,level,speed,max_load
10525316,3,5.1729416944376085,9
117068537,3,6.002084080394906,10
100006950,1,5.994347478054979,6
10619173,2,5.933063666473345,9
10699173,2,5.403492739646393,10
10799255,2,5.925461204726265,8
112525786,1,5.623554737393711,5
112996714,3,5.746283223145402,11
113147922,3,5.904036094812113,10
116274473,3,5.419450662896912,10
117428305,2,5.989593425154329,7
115073537,3,6.0805658545555845,11
116024137,1,6.2342256842129995,4
125102361,3,6.091753456706039,10
125119169,3,5.575743128826961,9
102505146,3,6.008714142914139,13
10289729,2,5.089618741551749,9
111025498,3,5.500890773211895,11
118266025,3,5.784063950417918,10
107699026,3,5.843932766958755,10
116795681,2,5.3764187820569775,3
102333794,2,6.7148309934569825,6
117070713,3,5.7640233327398445,6
118662905,3,5.243810228176527,10
121658489,3,5.778752870333046,10
122060865,3,5.504090239359506,9
114251905,2,5.230193022116444,10
116288617,3,5.436905411242583,8
119719617,2,5.692588016531957,10
10199051,3,5.135474437373236,11
10361752,3,5.753452080565498,9
118916329,3,4.030761695734834,9
119531657,3,5.337227987040023,8
100069773,3,5.457419429662762,11
106108922,3,5.762930036936492,11
118559025,3,5.456407013330973,10
120948521,3,5.872029285057743,8
10513697,3,5.485528085191478,10
10656566,3,5.93692747485167,10
10711180,3,6.484115585713992,9
10788423,3,6.218325674607942,11
117021681,3,5.9181508842980435,11
117025081,3,5.862481906084464,10
117672601,3,5.942771318790751,9
118667561,3,6.310933216276278,11
100134611,3,5.937766911259722,9
100147671,3,5.705749867811611,11
113493697,3,5.131220019868801,9
100023698,2,6.06763060690823,9
104583538,3,5.588570031560059,9
108061506,3,4.252433042185162,8
118789185,3,5.271828086527737,6
10804247,2,6.260198134979939,12
110105858,3,5.218876302021545,9
113078386,3,5.135524578338172,9
124928417,3,4.948011740391327,10
111356426,3,6.191389302512456,7
121781761,3,5.7395683256108105,10
10281321,3,6.214269089372797,10
10774871,3,5.82787704293846,11
117488401,3,6.0456558075110065,10
102054458,2,5.806408357296051,7
111227890,3,5.497297468662811,9
117026449,3,5.293449976004644,8
118533169,1,5.707711591776913,9
10102738,3,4.387862839509729,9
105676642,3,6.671175729905621,10
10766650,3,6.234391445786683,9
123756545,1,5.735777251895322,3
103738138,3,5.948072462839278,7
10491749,3,6.467782976758192,7
121157737,2,5.835330235868002,3
120551017,3,5.5675926204957085,12
10294745,3,5.987154732437063,10
10749684,2,6.291658117409599,8
117013553,3,4.823388742575666,10
118970753,3,5.8275211238221765,6
102748698,3,5.57403107433944,11
10712014,3,5.703260053386358,7
10748345,3,5.285334500526562,9
118818985,3,6.029650785484377,9
122939081,3,5.846266186105121,11
10208063,3,5.718211629817505,11
10272985,3,5.086061453937039,10
10762615,3,5.854227233945311,9
117124913,1,5.375156818404226,5
118322689,3,6.19786563001036,8
125812730,3,5.569459266385555,8
118778673,2,5.5015704588007734,2
118888121,3,5.644167435123039,11
10429491,3,5.834609733066612,10
10742004,3,5.236075698922313,9
10748334,2,6.512085670255201,8
122011449,3,5.926820723679616,10
101914266,3,4.622098281093011,10
102085666,2,6.618119665209597,6
103384498,3,5.5443336463664386,10
10370848,3,6.176114566197506,9
107736970,3,5.0548034446778205,10
110042570,3,5.742541355953383,8
112905898,3,5.768069798900314,9
118785289,2,5.492876923421925,6
10330725,3,6.620933616482115,9
10548799,3,6.139230925841431,8
10700099,2,5.752501492030268,11
113172298,3,5.799895643874327,10
115450025,3,6.472066451165729,13
116133289,3,5.147529193309983,11
121629529,2,5.667975859094762,7
102106834,3,5.146270169145238,10
10748878,2,5.980976548730947,9
10148788,2,5.27771286235269,8
105641514,2,5.893910732731559,8
117208745,3,5.921508611021671,8
10038649,2,5.6378882144047004,10
10181667,2,5.901767862438844,7
102064138,2,5.747833762662289,9
10507382,3,6.1549472403730645,10
10840157,3,5.657111955935072,6
116377137,3,6.210637317134379,9
10183941,3,5.620687551607929,10
117916001,3,6.021840080379208,8
120625801,3,5.680785442371007,9
10311341,3,6.057894767817222,10
10377583,3,6.332345269019647,11
119058345,2,5.621847896404225,8
