courier_id,wave_index,tracking_id,weather_grade,pick_lng,pick_lat,deliver_lng,deliver_lat,create_time,confirm_time,assigned_time,promise_deliver_time,estimate_pick_time,aoi_id,shop_id
100002652,0,2100075169934902336,正常天气,121.566356,39.149935,121.581944,39.151091,1581822294,1581822295,1581822309,1581824694,1581823255,b0daab51ebd6a173932ca16b53a87bea,adfe4aafa9da1cc27b7762cc082be000
100002652,0,2100075171212592726,正常天气,121.568095,39.149675,121.580924,39.148961,1581822681,1581822684,1581822729,1581825741,1581823404,c37e87b5938c4e0a48104a9344302582,24e38e749f48329a1d80cee8a5aa29d3
100002652,1,2100075174002230396,正常天气,121.568036,39.149988,121.567544,39.149851,1581825999,1581826001,1581826029,1581827799,1581826721,1a9f9591a28c27396c926ae04999d4fb,ce63ef8d8a0bc4301510e69cb0afc27b
100002652,1,2100075173069620822,正常天气,121.568095,39.149675,121.568984,39.145741,1581826609,1581826612,1581826629,1581828469,1581827332,213e69a8ee6116cbf19a24b4b9d28924,24e38e749f48329a1d80cee8a5aa29d3
100002652,1,2100075175428129799,正常天气,121.568558,39.144311,121.558394,39.151011,1581827419,1581827422,1581827469,1581829219,1581827962,9f84ddeb2ea4a0ddb9f1be1c6f244b03,2070c74b85e6e8edfdf846b13c938912
100002652,1,2100075177826288704,正常天气,121.566356,39.149935,121.573304,39.144261,1581827905,1581827906,1581827949,1581829765,1581828986,60becef63aa503cb58c3231bf33e70f5,adfe4aafa9da1cc27b7762cc082be000
100002652,1,2100075177848767828,正常天气,121.566666,39.149975,121.569444,39.146071,1581828000,1581828012,1581828069,1581829800,1581828492,5453cbf0d85d60d1a9d27c730b73ac1c,2aff00083cdb29211302228e3d93d205
100002652,2,2100075188147946763,正常天气,121.572474,39.150791,121.562474,39.156481,1581840320,1581840321,1581840369,1581842660,1581841041,3d36e02ada0a64c08b566a39afb6a963,5a2bca8c4281c9b954796d126ca22602
100002652,2,2100075188215088192,正常天气,121.566356,39.149935,121.557854,39.145111,1581841163,1581841164,1581841269,1581843203,1581842064,9c716d3eec71456ca9070caf90445110,adfe4aafa9da1cc27b7762cc082be000
100002652,3,2100075193648711193,正常天气,121.551981,39.142575,121.549974,39.139301,1581844352,1581844358,1581844389,1581846152,1581844958,1590797dd12acb77cb741abe26659c24,0eef26689ddde012dc8b38e019734ed8
