courier_id,wave_index,tracking_id,weather_grade,pick_lng,pick_lat,deliver_lng,deliver_lat,create_time,confirm_time,assigned_time,promise_deliver_time,estimate_pick_time,aoi_id,shop_id
100002543,0,2100075211640112325,正常天气,121.628504,39.140268,121.627914,39.140281,1581905021,1581905024,1581905029,1581906881,1581906104,81141ae62972bc11642cde98fd667df0,6c0a5edb73182bca74425dcc773f3a27
100002543,0,2100075211084170500,正常天气,121.62723,39.134409,121.620344,39.150901,1581905410,1581905410,1581905448,1581908470,1581906670,bb0d2fa46f275136310578044d4c1582,a29df4ba343fafd7cf9bc6b0bd7322a7
100002543,0,2100075212918719748,正常天气,121.62723,39.134409,121.620614,39.140251,1581905617,1581905617,1581905628,1581908197,1581906877,f47748f9845310f6c06a51efb26e5009,a29df4ba343fafd7cf9bc6b0bd7322a7
100002543,1,2100075216441509124,正常天气,121.62723,39.134409,121.636354,39.146191,1581908238,1581908239,1581908269,1581911118,1581909439,0641bef56c6cd00a941651840c673562,a29df4ba343fafd7cf9bc6b0bd7322a7
100002543,1,2100075217586258974,正常天气,121.630407,39.139512,121.619254,39.129671,1581909699,1581909700,1581909709,1581911979,1581910600,e051255f88dc99ef1e2cf6c508f92558,f8d09b06c04eff902c24eb9bf98a1f52
100002543,1,2100075220704101448,正常天气,121.630467,39.139444,121.628274,39.134581,1581910957,1581910958,1581910969,1581912817,1581911498,3b848b906730af60862e41693b9628ad,657cfd65ce9ea601dc18282c1d337b15
100002652,0,2100075216617571380,正常天气,121.569456,39.146255,121.576844,39.150791,1581909754,1581909755,1581909790,1581911794,1581910835,35936504a37d53e03abdfbc7318d9ec7,9ae3b8a260ff69a300747814dedc3ddb
100002652,0,2100075216943154455,正常天气,121.567959,39.149602,121.570404,39.149991,1581909837,1581909838,1581909911,1581911877,1581910558,060abd3a19198580904a5e956c37e28f,d93e0816a021549d4e9f3eb235361f95
100002652,0,2100075218511824333,轻微恶劣天气,121.571768,39.151065,121.577694,39.163491,1581910021,1581910026,1581910511,1581912961,1581910746,5ff850a29598fedd7427eb97e5ed2501,2a66a8451c453f4ba0a7578f2eb7271b
100002652,0,2100075219116427085,轻微恶劣天气,121.572464,39.150741,121.570114,39.149931,1581910130,1581910131,1581910150,1581912350,1581910851,201dd06b1b59ce7dbff43d65f09e5932,ddba27f31626397826238e7f204f321f
100002652,0,2100075217273653069,正常天气,121.572464,39.150741,121.569034,39.150911,1581910268,1581910268,1581910331,1581912188,1581910988,e58ff50b85abd97f3c78b8582b2cbf90,ddba27f31626397826238e7f204f321f
100002652,0,2100075219214141261,正常天气,121.572464,39.150741,121.569114,39.150861,1581910910,1581910910,1581910931,1581912890,1581911630,e58ff50b85abd97f3c78b8582b2cbf90,ddba27f31626397826238e7f204f321f
100002652,1,2100075222733064013,正常天气,121.572464,39.150741,121.581704,39.150371,1581912951,1581912952,1581912970,1581914991,1581913672,9ce7c01b297899021b4da548e623c511,ddba27f31626397826238e7f204f321f
100002652,1,2100075223068083734,正常天气,121.571458,39.149972,121.576844,39.150791,1581913212,1581913213,1581913270,1581915072,1581913655,35936504a37d53e03abdfbc7318d9ec7,700489b35747c0185338c6836b8c2fc8
100002652,2,2100075226275841231,正常天气,121.564154,39.150328,121.569014,39.129861,1581915091,1581915397,1581915429,1581917911,1581916297,e4c32a4593ecc793671164dfa9a6174d,dd4148b0cacad1fb0f5ef061e0afd173
100002652,2,2100075226603423423,正常天气,121.563794,39.149832,121.570354,39.137651,1581915484,1581915486,1581915494,1581917344,1581916086,6d0421808c15db0548e76691f83328b3,91aa8d134f4ed22d9771586f1ae4e1f3
