courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
100006950,0,2100075797764310610,121.411587,39.042412,PICKUP,1582772348
100006950,0,2100075797764310610,121.411587,39.042412,DELIVERY,1582772489
100006950,0,2100075792468739186,121.411587,39.042412,PICKUP,1582772866
100006950,0,2100075796630308143,121.411587,39.042412,PICKUP,1582773529
100006950,0,2100075797172553436,121.411587,39.042412,PICKUP,1582773836
100006950,0,2100075797172553436,121.411587,39.042412,DELIVERY,1582774000
100006950,0,2100075792468739186,121.411587,39.042412,DELIVERY,1582774167
100006950,0,2100075796630308143,121.411587,39.042412,DELIVERY,1582774244
100006950,0,2100075801916474394,121.411587,39.042412,PICKUP,1582774677
100006950,0,2100075803860043046,121.411587,39.042412,PICKUP,1582774819
100006950,0,2100075803762427174,121.411587,39.042412,PICKUP,1582774822
100006950,0,2100075804486829618,121.411587,39.042412,PICKUP,1582775035
100006950,0,2100075803860043046,121.411587,39.042412,DELIVERY,1582775210
100006950,0,2100075804486829618,121.411587,39.042412,DELIVERY,1582775389
100006950,0,2100075803762427174,121.411587,39.042412,DELIVERY,1582775391
100006950,0,2100075801916474394,121.411587,39.042412,DELIVERY,1582776061
100006950,1,2100075816458094451,121.436992,39.043802,PICKUP,1582779763
100006950,1,2100075814512822125,121.436992,39.043802,PICKUP,1582779966
100006950,1,2100075816458094451,121.436992,39.043802,DELIVERY,1582780571
100006950,1,2100075814512822125,121.436992,39.043802,DELIVERY,1582781019
100006950,2,2100075823689238236,121.4125,39.042022,PICKUP,1582786036
100006950,2,2100075823689238236,121.4125,39.042022,DELIVERY,1582786348
100006950,2,2100075823485125681,121.4125,39.042022,PICKUP,1582786904
100006950,2,2100075823485125681,121.4125,39.042022,DELIVERY,1582787341
100006950,2,2100075825991517478,121.4125,39.042022,PICKUP,1582787703
100006950,2,2100075825991517478,121.4125,39.042022,DELIVERY,1582787930
100006950,2,2100075825215571014,121.4125,39.042022,PICKUP,1582788175
100006950,2,2100075825215571014,121.4125,39.042022,DELIVERY,1582788711
100023698,0,2100075797450491461,121.374282,39.135574,PICKUP,1582772284
100023698,0,2100075797450491461,121.374282,39.135574,DELIVERY,1582772564
100023698,0,2100075799050454629,121.374282,39.135574,PICKUP,1582772746
100023698,0,2100075799050454629,121.374282,39.135574,DELIVERY,1582773349
