courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
100002543,0,2100075423059314102,121.630849,39.138617,PICKUP,1582258156
100002543,0,2100075422789371468,121.630849,39.138617,PICKUP,1582258291
100002543,0,2100075423059314102,121.630849,39.138617,DELIVERY,1582258565
100002543,0,2100075422789371468,121.630849,39.138617,DELIVERY,1582258957
100002652,0,2100075415175234624,121.566861,39.150012,PICKUP,1582253925
100002652,0,2100075415175234624,121.566861,39.150012,DELIVERY,1582254500
100002652,0,2100075418091685090,121.566861,39.150012,PICKUP,1582255585
100002652,0,2100075417942164706,121.566861,39.150012,PICKUP,1582255587
100002652,0,2100075416130749977,121.566861,39.150012,PICKUP,1582255663
100002652,0,2100075418091685090,121.566861,39.150012,DELIVERY,1582255845
100002652,0,2100075416130749977,121.566861,39.150012,DELIVERY,1582256240
100002652,0,2100075417942164706,121.566861,39.150012,DELIVERY,1582256473
100002652,0,2100075419844707865,121.566861,39.150012,PICKUP,1582257471
100002652,0,2100075423256249570,121.566861,39.150012,PICKUP,1582257473
100002652,0,2100075420855796962,121.566861,39.150012,PICKUP,1582257475
100002652,0,2100075423256249570,121.566861,39.150012,DELIVERY,1582257771
100002652,0,2100075420855796962,121.566861,39.150012,DELIVERY,1582258337
100002652,0,2100075419844707865,121.566861,39.150012,DELIVERY,1582258674
100002652,1,2100075427200042851,121.55351,39.142062,PICKUP,1582260028
100002652,1,2100075426903885337,121.55351,39.142062,PICKUP,1582260029
100002652,1,2100075426335065697,121.55351,39.142062,PICKUP,1582260031
100002652,1,2100075426335065697,121.55351,39.142062,DELIVERY,1582260501
100002652,1,2100075426903885337,121.55351,39.142062,DELIVERY,1582260597
100002652,1,2100075427200042851,121.55351,39.142062,DELIVERY,1582261050
100002652,2,2100075456152142849,121.568514,39.149792,PICKUP,1582281662
100002652,2,2100075453861463672,121.568514,39.149792,PICKUP,1582281663
100002652,2,2100075453861463672,121.568514,39.149792,DELIVERY,1582282176
100002652,2,2100075456152142849,121.568514,39.149792,DELIVERY,1582282673
100006950,0,2100075419114538191,121.414197,39.032232,PICKUP,1582256404
100006950,0,2100075420490073511,121.414197,39.032232,PICKUP,1582256908
100006950,0,2100075420695169000,121.414197,39.032232,PICKUP,1582257144
100006950,0,2100075419114538191,121.414197,39.032232,DELIVERY,1582257392
100006950,0,2100075420490073511,121.414197,39.032232,DELIVERY,1582257570
100006950,0,2100075420695169000,121.414197,39.032232,DELIVERY,1582257957
100006950,0,2100075422386652848,121.414197,39.032232,PICKUP,1582258647
100006950,0,2100075426546910650,121.414197,39.032232,PICKUP,1582258981
100006950,0,2100075422386652848,121.414197,39.032232,DELIVERY,1582259280
100006950,0,2100075426546910650,121.414197,39.032232,DELIVERY,1582260133
100006950,1,2100075434785343196,121.412659,39.042454,PICKUP,1582266534
100006950,1,2100075436016796721,121.412659,39.042454,PICKUP,1582266637
100006950,1,2100075436016796721,121.412659,39.042454,DELIVERY,1582266938
100006950,1,2100075434785343196,121.412659,39.042454,DELIVERY,1582267059
100006950,1,2100075433626240530,121.412659,39.042454,PICKUP,1582267655
100006950,1,2100075437971277293,121.412659,39.042454,PICKUP,1582267662
100006950,1,2100075433626240530,121.412659,39.042454,DELIVERY,1582268600
100006950,1,2100075437971277293,121.412659,39.042454,DELIVERY,1582268739
100006950,2,2100075442742888446,121.402903,39.034552,PICKUP,1582273650
100006950,2,2100075441459463217,121.402903,39.034552,PICKUP,1582273668
100006950,2,2100075441459463217,121.402903,39.034552,DELIVERY,1582274083
100006950,2,2100075442742888446,121.402903,39.034552,DELIVERY,1582275037
100006950,3,2100075446666168296,121.412228,39.047799,PICKUP,1582276683
100006950,3,2100075448149509914,121.412228,39.047799,PICKUP,1582276988
100006950,3,2100075448149509914,121.412228,39.047799,DELIVERY,1582277274
100006950,3,2100075446666168296,121.412228,39.047799,DELIVERY,1582277524
100023698,0,2100075414527149129,121.371031,39.139438,PICKUP,1582253613
100023698,0,2100075415735272762,121.371031,39.139438,PICKUP,1582253850
100023698,0,2100075415735272762,121.371031,39.139438,DELIVERY,1582254241
100023698,0,2100075414527149129,121.371031,39.139438,DELIVERY,1582254596
100023698,0,2100075418674463854,121.371031,39.139438,PICKUP,1582255403
100023698,0,2100075418604898202,121.371031,39.139438,PICKUP,1582255405
100023698,0,2100075418674463854,121.371031,39.139438,DELIVERY,1582255829
100023698,0,2100075418604898202,121.371031,39.139438,DELIVERY,1582256040
100023698,0,2100075412879509202,121.371031,39.139438,PICKUP,1582256546
100023698,0,2100075420469232852,121.371031,39.139438,PICKUP,1582256792
100023698,0,2100075420469232852,121.371031,39.139438,DELIVERY,1582257288
100023698,0,2100075412879509202,121.371031,39.139438,DELIVERY,1582257398
100023698,0,2100075420224128922,121.371031,39.139438,PICKUP,1582257494
100023698,0,2100075420224128922,121.371031,39.139438,DELIVERY,1582257762
100038207,1,2100075442686395881,121.412416,39.214803,PICKUP,1582272793
