courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
123679329,0,2100076032706380918,121.568537,39.149642,PICKUP,1583032448
123679329,0,2100076032706380918,121.568537,39.149642,DELIVERY,1583032876
123679329,0,2100076034795439761,121.568537,39.149642,PICKUP,1583033238
123679329,0,2100076033747224166,121.568537,39.149642,DELIVERY,0
123679329,0,2100076033747224166,121.568537,39.149642,PICKUP,0
123679329,0,2100076034795439761,121.568537,39.149642,DELIVERY,0
123679329,4,2100076073295381547,121.568558,39.14974,PICKUP,1583055989
123679329,4,2100076073295381547,121.568558,39.14974,DELIVERY,1583056273
123679329,4,2100076073955099712,121.568558,39.14974,PICKUP,1583056603
123679329,4,2100076075949720640,121.568558,39.14974,DELIVERY,0
123679329,4,2100076075949720640,121.568558,39.14974,PICKUP,0
123679329,4,2100076073955099712,121.568558,39.14974,DELIVERY,0
118782929,0,2100076011522950855,121.566414,39.186693,PICKUP,1583025800
118782929,0,2100076023227418262,121.566414,39.186693,PICKUP,1583025803
118782929,0,2100076023227418262,121.566414,39.186693,DELIVERY,0
118782929,0,2100076023511418518,121.566414,39.186693,PICKUP,0
118782929,0,2100076011522950855,121.566414,39.186693,DELIVERY,0
118782929,0,2100076023511418518,121.566414,39.186693,DELIVERY,0
118782929,0,2100076022366209686,121.566414,39.186693,PICKUP,0
118782929,0,2100076022366209686,121.566414,39.186693,DELIVERY,0
118782929,0,2100076021357250198,121.566414,39.186693,DELIVERY,0
118782929,0,2100076021357250198,121.566414,39.186693,PICKUP,0
10748334,0,2100076028346139984,121.723437,39.341758,PICKUP,1583031727
10748334,0,2100076028346139984,121.723437,39.341758,DELIVERY,1583032431
10748334,0,2100076033764721991,121.723437,39.341758,PICKUP,1583032954
10748334,0,2100076030361961808,121.723437,39.341758,PICKUP,1583033242
10748334,0,2100076032376670108,121.723437,39.341758,PICKUP,0
10748334,0,2100076032376670108,121.723437,39.341758,DELIVERY,0
10748334,0,2100076030361961808,121.723437,39.341758,DELIVERY,0
10748334,0,2100076033764721991,121.723437,39.341758,DELIVERY,0
118009457,0,2100076024533452495,121.529693,39.277029,PICKUP,1583027339
118009457,0,2100076015976220367,121.529693,39.277029,PICKUP,1583027342
118009457,0,2100076015976220367,121.529693,39.277029,DELIVERY,0
118009457,0,2100076014268613860,121.529693,39.277029,DELIVERY,0
118009457,0,2100076024533452495,121.529693,39.277029,DELIVERY,0
118009457,0,2100076014268613860,121.529693,39.277029,PICKUP,0
118918985,0,2100076026710361290,121.958946,39.592543,PICKUP,1583031016
118918985,0,2100076024594629867,121.958946,39.592543,PICKUP,1583031528
118918985,0,2100076030863869742,121.958946,39.592543,PICKUP,1583031851
118918985,0,2100076026710361290,121.958946,39.592543,DELIVERY,1583032260
118918985,0,2100076032419333616,121.958946,39.592543,PICKUP,0
118918985,0,2100076024594629867,121.958946,39.592543,DELIVERY,0
118918985,0,2100076032419333616,121.958946,39.592543,DELIVERY,0
118918985,0,2100076030863869742,121.958946,39.592543,DELIVERY,0
118918985,2,2100076076584076481,121.958818,39.592581,PICKUP,1583056402
118918985,2,2100076076584076481,121.958818,39.592581,DELIVERY,1583056754
118918985,2,2100076076801426668,121.958818,39.592581,DELIVERY,0
118918985,2,2100076074518349036,121.958818,39.592581,PICKUP,0
118918985,2,2100076076801426668,121.958818,39.592581,PICKUP,0
118918985,2,2100076074518349036,121.958818,39.592581,DELIVERY,0
102437106,0,2100076027291961080,121.602008,39.138306,PICKUP,1583030004
102437106,0,2100076027291961080,121.602008,39.138306,DELIVERY,1583030356
102437106,0,2100076027536967416,121.602008,39.138306,PICKUP,0
102437106,0,2100076027536967416,121.602008,39.138306,DELIVERY,0
102437106,0,2100076026958546680,121.602008,39.138306,DELIVERY,0
102437106,0,2100076026958546680,121.602008,39.138306,PICKUP,0
102437106,2,2100076038814894022,121.575318,39.137851,PICKUP,1583035609
102437106,2,2100076014497007320,121.575318,39.137851,PICKUP,1583035870
102437106,2,2100076038814894022,121.575318,39.137851,DELIVERY,1583036124
102437106,2,2100076039525205863,121.575318,39.137851,PICKUP,0
102437106,2,2100076039525205863,121.575318,39.137851,DELIVERY,0
102437106,2,2100076039867533159,121.575318,39.137851,DELIVERY,0
102437106,2,2100076014497007320,121.575318,39.137851,DELIVERY,0
102437106,2,2100076039867533159,121.575318,39.137851,PICKUP,0
10619850,0,2100076030227220131,121.443116,39.008511,PICKUP,1583032502
10619850,0,2100076030227220131,121.443116,39.008511,DELIVERY,1583032896
10619850,0,2100076033754563623,121.443116,39.008511,PICKUP,1583034031
10619850,0,2100076031332222093,121.443116,39.008511,PICKUP,1583034217
10619850,0,2100076033754563623,121.443116,39.008511,DELIVERY,1583034563
10619850,0,2100076031332222093,121.443116,39.008511,DELIVERY,1583034810
10619850,0,2100076039166952487,121.443116,39.008511,PICKUP,1583036101
10619850,0,2100076035898115276,121.443116,39.008511,PICKUP,1583036364
10619850,0,2100076039268795596,121.443116,39.008511,PICKUP,1583036378
10619850,0,2100076039166952487,121.443116,39.008511,DELIVERY,0
10619850,0,2100076035898115276,121.443116,39.008511,DELIVERY,0
10619850,0,2100076035600221388,121.443116,39.008511,DELIVERY,0
10619850,0,2100076035600221388,121.443116,39.008511,PICKUP,0
10619850,0,2100076039268795596,121.443116,39.008511,DELIVERY,0
10619850,2,2100076071692699087,121.452897,39.008455,PICKUP,1583054386
10619850,2,2100076071720027599,121.452897,39.008455,PICKUP,1583054390
10619850,2,2100076071692699087,121.452897,39.008455,DELIVERY,0
10619850,2,2100076071720027599,121.452897,39.008455,DELIVERY,0
10619850,2,2100076069034035046,121.452897,39.008455,PICKUP,0
10619850,2,2100076069034035046,121.452897,39.008455,DELIVERY,0
118206785,4,2100076080053782099,121.446332,39.206025,PICKUP,1583058631
118206785,4,2100076080053782099,121.446332,39.206025,DELIVERY,1583058812
118206785,4,2100076081015490065,121.446332,39.206025,PICKUP,1583059468
118206785,4,2100076083162186901,121.446332,39.206025,PICKUP,0
118206785,4,2100076083162186901,121.446332,39.206025,DELIVERY,0
118206785,4,2100076081015490065,121.446332,39.206025,DELIVERY,0
118206785,4,2100076083940885625,121.446332,39.206025,DELIVERY,0
118206785,4,2100076083940885625,121.446332,39.206025,PICKUP,0
110373306,2,2100076072930183122,121.359966,39.183798,PICKUP,1583055627
110373306,2,2100076072930183122,121.359966,39.183798,DELIVERY,1583056050
110373306,2,2100076075746101225,121.359966,39.183798,PICKUP,1583056420
110373306,2,2100076075746101225,121.359966,39.183798,DELIVERY,0
110373306,2,2100076076676023961,121.359966,39.183798,PICKUP,0
110373306,2,2100076076676023961,121.359966,39.183798,DELIVERY,0
118828337,2,2100076045773539166,121.703456,39.140944,PICKUP,1583037909
118828337,2,2100076045773539166,121.703456,39.140944,DELIVERY,1583038170
118828337,2,2100076046668990322,121.703456,39.140944,DELIVERY,0
118828337,2,2100076046668990322,121.703456,39.140944,PICKUP,0
118828337,2,2100076046338786960,121.703456,39.140944,PICKUP,0
118828337,2,2100076046338786960,121.703456,39.140944,DELIVERY,0
118828337,4,2100076057761219604,121.67618,39.13839,PICKUP,1583046764
118828337,4,2100076057761219604,121.67618,39.13839,DELIVERY,1583047055
118828337,4,2100076058445088427,121.67618,39.13839,PICKUP,1583048505
118828337,4,2100076058108397227,121.67618,39.13839,PICKUP,1583049476
118828337,4,2100076058445088427,121.67618,39.13839,DELIVERY,1583049794
118828337,4,2100076058108397227,121.67618,39.13839,DELIVERY,1583049799
118828337,4,2100076063397741588,121.67618,39.13839,PICKUP,1583050187
118828337,4,2100076065261225642,121.67618,39.13839,PICKUP,0
118828337,4,2100076063397741588,121.67618,39.13839,DELIVERY,0
118828337,4,2100076065261225642,121.67618,39.13839,DELIVERY,0
120558729,0,2100076076948784675,121.558176,39.122064,PICKUP,1583056489
120558729,0,2100076075457545763,121.558176,39.122064,PICKUP,1583056491
120558729,0,2100076074492560931,121.558176,39.122064,PICKUP,0
120558729,0,2100076075457545763,121.558176,39.122064,DELIVERY,0
120558729,0,2100076076948784675,121.558176,39.122064,DELIVERY,0
120558729,0,2100076074492560931,121.558176,39.122064,DELIVERY,0
10053442,0,2100076025480152909,121.460216,39.251209,PICKUP,1583028021
10053442,0,2100076023733225293,121.460216,39.251209,PICKUP,1583028023
10053442,0,2100076024914511693,121.460216,39.251209,DELIVERY,0
10053442,0,2100076024914511693,121.460216,39.251209,PICKUP,0
10053442,0,2100076023733225293,121.460216,39.251209,DELIVERY,0
10053442,0,2100076025480152909,121.460216,39.251209,DELIVERY,0
123314609,0,2100076020673545441,121.400456,39.234445,PICKUP,1583025226
123314609,0,2100076019116639457,121.400456,39.234445,PICKUP,1583025240
123314609,0,2100076020673545441,121.400456,39.234445,DELIVERY,1583025413
123314609,0,2100076021811971297,121.400456,39.234445,DELIVERY,0
123314609,0,2100076021811971297,121.400456,39.234445,PICKUP,0
123314609,0,2100076019116639457,121.400456,39.234445,DELIVERY,0
123314609,0,2100076020115376025,121.400456,39.234445,PICKUP,0
123314609,0,2100076020115376025,121.400456,39.234445,DELIVERY,0
10138087,0,2100076031468701250,121.423426,39.195589,PICKUP,1583032593
10138087,0,2100076030424253931,121.423426,39.195589,PICKUP,1583032764
10138087,0,2100076030099260907,121.423426,39.195589,DELIVERY,0
10138087,0,2100076031468701250,121.423426,39.195589,DELIVERY,0
10138087,0,2100076030099260907,121.423426,39.195589,PICKUP,0
10138087,0,2100076030424253931,121.423426,39.195589,DELIVERY,0
120991385,0,2100075947352917141,121.4436,38.97967,PICKUP,1583030675
120991385,0,2100076025346950293,121.4436,38.97967,PICKUP,1583030676
120991385,0,2100076025346950293,121.4436,38.97967,DELIVERY,0
120991385,0,2100076028151137292,121.4436,38.97967,PICKUP,0
120991385,0,2100075947352917141,121.4436,38.97967,DELIVERY,0
120991385,0,2100076028151137292,121.4436,38.97967,DELIVERY,0
120991385,2,2100076035177481226,121.460778,38.976992,PICKUP,1583033857
120991385,2,2100076017082729859,121.460778,38.976992,PICKUP,1583034271
120991385,2,2100076035177481226,121.460778,38.976992,DELIVERY,0
120991385,2,2100076036174448584,121.460778,38.976992,DELIVERY,0
120991385,2,2100076036174448584,121.460778,38.976992,PICKUP,0
120991385,2,2100076017082729859,121.460778,38.976992,DELIVERY,0
120991385,4,2100076080341976930,121.424985,38.967871,PICKUP,1583059238
120991385,4,2100076080341976930,121.424985,38.967871,DELIVERY,1583059749
120991385,4,2100076083620579298,121.424985,38.967871,PICKUP,1583060675
120991385,4,2100076084225181430,121.424985,38.967871,DELIVERY,0
120991385,4,2100076083620579298,121.424985,38.967871,DELIVERY,0
120991385,4,2100076084603782930,121.424985,38.967871,DELIVERY,0
120991385,4,2100076084225181430,121.424985,38.967871,PICKUP,0
120991385,4,2100076084603782930,121.424985,38.967871,PICKUP,0
120104001,0,2100076038467028658,121.556335,39.122421,PICKUP,1583035326
120104001,0,2100076038467028658,121.556335,39.122421,DELIVERY,1583035891
120104001,0,2100076040821048907,121.556335,39.122421,PICKUP,1583036398
120104001,0,2100076040821048907,121.556335,39.122421,DELIVERY,1583036711
120104001,0,2100076045490620169,121.556335,39.122421,PICKUP,0
120104001,0,2100076043997087187,121.556335,39.122421,DELIVERY,0
120104001,0,2100076043997087187,121.556335,39.122421,PICKUP,0
120104001,0,2100076045490620169,121.556335,39.122421,DELIVERY,0
10306647,0,2100076031326684274,121.527056,39.079462,PICKUP,1583033461
10306647,0,2100076033984726130,121.527056,39.079462,PICKUP,1583033462
10306647,0,2100076031326684274,121.527056,39.079462,DELIVERY,1583033838
10306647,0,2100076033984726130,121.527056,39.079462,DELIVERY,1583034141
10306647,0,2100076038362072198,121.527056,39.079462,PICKUP,1583034972
10306647,0,2100076038362072198,121.527056,39.079462,DELIVERY,1583035381
10306647,0,2100076036723639606,121.527056,39.079462,PICKUP,1583035584
10306647,0,2100076038466143517,121.527056,39.079462,PICKUP,1583036230
10306647,0,2100076036723639606,121.527056,39.079462,DELIVERY,1583036434
10306647,0,2100076038466143517,121.527056,39.079462,DELIVERY,1583036855
10306647,0,2100076043665769891,121.527056,39.079462,PICKUP,1583037232
10306647,0,2100076043387700445,121.527056,39.079462,PICKUP,1583037395
10306647,0,2100076043387700445,121.527056,39.079462,DELIVERY,1583037799
10306647,0,2100076043665769891,121.527056,39.079462,DELIVERY,1583038027
10306647,0,2100076043097146650,121.527056,39.079462,PICKUP,1583038365
10306647,0,2100076043124606262,121.527056,39.079462,PICKUP,1583039148
10306647,0,2100076045960021302,121.527056,39.079462,DELIVERY,0
10306647,0,2100076045960021302,121.527056,39.079462,PICKUP,0
10306647,0,2100076043097146650,121.527056,39.079462,DELIVERY,0
10306647,0,2100076043124606262,121.527056,39.079462,DELIVERY,0
10306647,2,2100076057001428110,121.529966,39.083183,PICKUP,1583044570
10306647,2,2100076048133325966,121.529966,39.083183,PICKUP,1583044573
10306647,2,2100076057001428110,121.529966,39.083183,DELIVERY,1583044748
10306647,2,2100076057697518712,121.529966,39.083183,DELIVERY,0
10306647,2,2100076057697518712,121.529966,39.083183,PICKUP,0
10306647,2,2100076056461411784,121.529966,39.083183,DELIVERY,0
10306647,2,2100076048133325966,121.529966,39.083183,DELIVERY,0
10306647,2,2100076056461411784,121.529966,39.083183,PICKUP,0
118593769,0,2100076039099877282,121.428126,39.196072,PICKUP,1583035260
118593769,0,2100076039099877282,121.428126,39.196072,DELIVERY,1583035396
118593769,0,2100076038823610102,121.428126,39.196072,PICKUP,0
118593769,0,2100076038595904560,121.428126,39.196072,DELIVERY,0
118593769,0,2100076038823610102,121.428126,39.196072,DELIVERY,0
118593769,0,2100076038595904560,121.428126,39.196072,PICKUP,0
102503626,0,2100076027969636088,121.602986,39.141378,PICKUP,1583032559
102503626,0,2100076029791799032,121.602986,39.141378,PICKUP,1583032597
102503626,0,2100076030269982335,121.602986,39.141378,PICKUP,1583032822
102503626,0,2100076029791799032,121.602986,39.141378,DELIVERY,1583033090
102503626,0,2100076030269982335,121.602986,39.141378,DELIVERY,1583033618
102503626,0,2100076027969636088,121.602986,39.141378,DELIVERY,1583034004
102503626,0,2100076033863288253,121.602986,39.141378,PICKUP,1583034274
102503626,0,2100076033863288253,121.602986,39.141378,DELIVERY,1583034917
102503626,0,2100076040307836654,121.602986,39.141378,PICKUP,1583036337
102503626,0,2100076039919470187,121.602986,39.141378,PICKUP,1583036445
102503626,0,2100076038847530620,121.602986,39.141378,PICKUP,1583036454
102503626,0,2100076040545797493,121.602986,39.141378,PICKUP,1583036598
102503626,0,2100076040545797493,121.602986,39.141378,DELIVERY,1583037012
102503626,0,2100076040307836654,121.602986,39.141378,DELIVERY,1583037090
102503626,0,2100076039919470187,121.602986,39.141378,DELIVERY,1583037279
102503626,0,2100076038847530620,121.602986,39.141378,DELIVERY,1583037812
102503626,0,2100076047299872504,121.602986,39.141378,PICKUP,1583041777
102503626,0,2100076050775344888,121.602986,39.141378,PICKUP,1583041781
102503626,0,2100076051231213202,121.602986,39.141378,PICKUP,1583042009
102503626,0,2100076050357716728,121.602986,39.141378,DELIVERY,0
102503626,0,2100076051231213202,121.602986,39.141378,DELIVERY,0
102503626,0,2100076050775344888,121.602986,39.141378,DELIVERY,0
102503626,0,2100076047299872504,121.602986,39.141378,DELIVERY,0
102503626,0,2100076050357716728,121.602986,39.141378,PICKUP,0
10601332,0,2100076027949384797,121.524191,39.184323,PICKUP,1583031523
10601332,0,2100076031045436509,121.524191,39.184323,PICKUP,1583031525
10601332,0,2100076027949384797,121.524191,39.184323,DELIVERY,0
