courier_id,wave_index,tracking_id,weather_grade,pick_lng,pick_lat,deliver_lng,deliver_lat,create_time,confirm_time,assigned_time,promise_deliver_time,estimate_pick_time,aoi_id,shop_id
100002652,1,2100076123864467261,正常天气,121.571186,39.149932,121.577454,39.153371,1583121821,1583121823,1583121852,1583124161,1583122783,3d5b6ebc1aea388b768ae674257a1018,7055a900cf850fa09194289642e8b40e
100002652,1,2100076124299560534,正常天气,121.568095,39.149675,121.586884,39.152431,1583122127,1583122131,1583122212,1583125367,1583123211,642fd4735c2dbdbea70b7eb77f1bcd95,24e38e749f48329a1d80cee8a5aa29d3
100002652,1,2100076125559555136,正常天气,121.566356,39.149935,121.589114,39.150901,1583122578,1583122579,1583122630,1583125998,1583124019,48be40637338e524363f7982340e0501,adfe4aafa9da1cc27b7762cc082be000
100002652,1,2100076124705293969,正常天气,121.565643,39.144906,121.596794,39.150421,1583122705,1583122708,1583122752,1583126425,1583123608,88ae6372cfdc5df69a976e893f4d554b,72def4f5fe7b2f6d7e7354ff7c443cd6
100002652,1,2100076125878126225,正常天气,121.565643,39.144906,121.569664,39.149461,1583122825,1583122828,1583122871,1583125165,1583124328,521f7c5eaa91de9b742409541b4ac1d1,72def4f5fe7b2f6d7e7354ff7c443cd6
100002652,1,2100076125634233747,正常天气,121.564227,39.142109,121.588894,39.150021,1583123239,1583123254,1583123350,1583126119,1583123854,60c8de825fc87ba122bf22cea4616251,171f35ad8d02a08bedd70665d676ac04
100006950,1,2100076137607726642,正常天气,121.414069,39.042575,121.405904,39.030941,1583130259,1583130265,1583130279,1583133259,1583131525,375a9f8d89a1b070e34f62ddfb6c2d41,281aed35901847fb7df9e163395ade14
100006950,1,2100076139519870001,正常天气,121.412074,39.042021,121.409404,39.037791,1583130538,1583130540,1583130579,1583132578,1583131620,eb702825958836d65c0699c7350b50a2,c1ac4a6efb7966c0619b0874798afd54
100006950,1,2100076137789589224,正常天气,121.411875,39.035209,121.421314,39.032101,1583132106,1583132107,1583132199,1583134506,1583133007,415de96baf4382ae70b049e445185cbd,8d7d638726765af9bef180502f4f9435
100006950,3,2100076150408119860,正常天气,121.404989,39.034936,121.406954,39.035621,1583139628,1583139629,1583139639,1583141548,1583140529,79808632882a4ce6abc56714384fc8b5,7fc202085c29d5b470a535d56b9ad062
100006950,3,2100076150532900829,正常天气,121.412502,39.042265,121.411104,39.052201,1583140262,1583140263,1583140719,1583142902,1583141343,294f383a58080309e0b8a196d837d456,13664c2ec7fc6d439d847bf221adcaae
100006950,3,2100076150298544087,正常天气,121.405083,39.038953,121.413264,39.060261,1583140436,1583140438,1583140719,1583143316,1583141338,7e0b93ee70e8c52767779add07e26a8f,c9ffd2d8caf2a4eb70b304097d59c4ea
100023698,1,2100076133017617829,正常天气,121.373504,39.135871,121.359214,39.146571,1583126222,1583126229,1583126264,1583128922,1583126829,62ac3387591113b0c982352f18742a44,f6f667fc164958c4f22e25e2ed011339
