courier_id,wave_index,tracking_id,weather_grade,pick_lng,pick_lat,deliver_lng,deliver_lat,create_time,confirm_time,assigned_time,promise_deliver_time,estimate_pick_time,aoi_id,shop_id
100002543,0,2100076199412532296,正常天气,121.630467,39.139444,121.613684,39.143161,1583206623,1583206624,1583206670,1583208963,1583207164,4849159e4505c8b6e460f713629856ff,657cfd65ce9ea601dc18282c1d337b15
100002543,0,2100076201444967749,正常天气,121.630624,39.134761,121.618884,39.139311,1583206754,1583206757,1583206790,1583209094,1583207657,f47748f9845310f6c06a51efb26e5009,d97fb99890e2ace6955f21909cdd62dc
100002543,0,2100076205480445000,正常天气,121.630467,39.139444,121.639314,39.136101,1583208105,1583208107,1583208109,1583210385,1583208827,2e71b0f845747dc8b53a5e8c6635bc51,657cfd65ce9ea601dc18282c1d337b15
100002652,0,2100076194207695879,正常天气,121.568558,39.144311,121.566234,39.136511,1583205963,1583205965,1583205972,1583208003,1583206685,51cbb6ed24a116c2074aae27d9d83fa4,2070c74b85e6e8edfdf846b13c938912
100002652,0,2100076196458202752,正常天气,121.563776,39.141948,121.573384,39.131781,1583205976,1583205984,1583206091,1583208616,1583206884,f7284590ba2db35c0f1289ea8e09f84d,c61a695297460f5d71cf2325cb093610
100002652,0,2100076196459743093,正常天气,121.568734,39.141961,121.569614,39.131861,1583205985,1583205987,1583206032,1583208445,1583207067,66b7756cd8a5dc7dd4ab7e6b7b0db3a1,1f8e145b591f41e29f6820d206267461
100002652,0,2100076199200293895,正常天气,121.568558,39.144311,121.569754,39.137241,1583206253,1583206259,1583206573,1583208413,1583207159,6d0421808c15db0548e76691f83328b3,2070c74b85e6e8edfdf846b13c938912
100002652,0,2100076196788176529,正常天气,121.565643,39.144906,121.567764,39.137871,1583206391,1583206394,1583206451,1583208371,1583207474,95d0eb41469906800e6e08267b192100,72def4f5fe7b2f6d7e7354ff7c443cd6
100002652,6,2100076246162802671,正常天气,121.569877,39.149669,121.558464,39.162691,1583232093,1583232128,1583232370,1583235513,1583233208,4e0b99640efabd770f223efe437498fe,9ca88bfd0f7589888a650f2669154558
100002652,6,2100076246193046592,正常天气,121.566356,39.149935,121.554774,39.157631,1583232314,1583232315,1583232370,1583234774,1583233395,28481b6be325f50c04826859349f4e70,adfe4aafa9da1cc27b7762cc082be000
100002652,6,2100076246493824064,正常天气,121.566356,39.149935,121.562594,39.164961,1583232362,1583232363,1583232370,1583234942,1583233443,af0fe664dbfefae4841cb9cba4e2305c,adfe4aafa9da1cc27b7762cc082be000
100023698,0,2100076184651204165,正常天气,121.374269,39.135742,121.355894,39.136711,1583201666,1583201667,1583204026,1583206200,1583203167,37912c0631e16879c7c6475de06519fc,840f626ac9a52ccd4f2a74036ee5d23e
