courier_id,wave_index,tracking_id,weather_grade,pick_lng,pick_lat,deliver_lng,deliver_lat,create_time,confirm_time,assigned_time,promise_deliver_time,estimate_pick_time,aoi_id,shop_id
100006950,0,2100076028337521770,正常天气,121.435172,39.045104,121.445424,39.030201,1583031080,1583031081,1583031099,1583034560,1583032341,a22e938ecbcbda978b3130ce921f3539,71ab63c19a2b6ef5924e809a540d1d00
100006950,0,2100076029547709715,正常天气,121.437147,39.045412,121.426724,39.031871,1583031280,1583031283,1583031339,1583034760,1583032303,2a81d869ad23907ae4f094cbf9a7144a,0bbcad93810f203c750220e055cf28a3
100006950,0,2100076031141348641,正常天气,121.436453,39.043794,121.440344,39.044991,1583031472,1583031473,1583031519,1583033932,1583032253,79563b239ee269b542b03336ecce97a6,309e9cefd957115647ce992354946f6e
100006950,0,2100076032019399862,正常天气,121.437105,39.045363,121.431104,39.038801,1583031733,1583031733,1583031759,1583035213,1583032933,619567be776f3cf9764522c693bc1946,d3f8b520e8a23b6c2c5c1120414744cb
100006950,0,2100076030888641642,正常天气,121.435172,39.045104,121.444334,39.037091,1583031845,1583031846,1583031940,1583035025,1583032746,717afa9d93a87f20ccee19fe193122b5,71ab63c19a2b6ef5924e809a540d1d00
100006950,0,2100076030978819178,正常天气,121.435172,39.045104,121.436994,39.044161,1583032123,1583032124,1583032180,1583034763,1583033084,4535ee539e0aae146db0aff703372e58,71ab63c19a2b6ef5924e809a540d1d00
100023698,0,2100076018122032465,正常天气,121.385584,39.140803,121.391034,39.145671,1583014888,1583015105,1583029246,1583031600,1583016605,abfacc29966e6d3cb07c0701e824775c,0b4d38b62f8b3d296608817335f8e96d
100023698,0,2100076019384223057,正常天气,121.385584,39.140803,121.391034,39.145671,1583018676,1583018763,1583029125,1583031600,1583020263,abfacc29966e6d3cb07c0701e824775c,0b4d38b62f8b3d296608817335f8e96d
100023698,0,2100076027058848939,正常天气,121.385381,39.1404,121.398164,39.148991,1583030196,1583030197,1583030206,1583033256,1583031397,a03d20710fe9f0c4f115a521467235b6,510df66036f17bef52531061d7e7788c
100076651,0,2100076028840937366,正常天气,121.414902,39.187186,121.417794,39.173681,1583030750,1583030751,1583031034,1583033630,1583031651,2cfd4bb653d0b65b43a0c844bf832771,eab57f1765d01e903aa78c05de0cf1b1
100076651,0,2100076030470621089,正常天气,121.408351,39.190756,121.411514,39.169451,1583030919,1583030924,1583031034,1583033859,1583032004,3548fd62830f20845b637354547c9aca,0a4ff818a4814d444a3da52206991cde
100076651,0,2100076028365703062,正常天气,121.414902,39.187186,121.414434,39.170311,1583031195,1583031196,1583031214,1583034135,1583032096,7cb79df60d1d9f0ce86e5b9d679bf29c,eab57f1765d01e903aa78c05de0cf1b1
